amount,merchant_category,payment_method,country,city,transaction_hour,is_night_transaction,scenario,fraud_label
98.13,Fuel,Debit Card,India,Bangalore,15,0,NORMAL,0
489.9,Travel,Debit Card,Singapore,Singapore,15,0,NORMAL,0
4436.63,Electronics,Net Banking,USA,New York,15,0,SUSPICIOUS,0
104.98,Transportation,UPI,UK,London,15,0,NORMAL,0
774.97,Travel,Debit Card,India,Mumbai,15,0,NORMAL,0
60.77,Fuel,UPI,USA,Chicago,15,0,NORMAL,0
23.76,Gaming,Credit Card,USA,Chicago,15,0,NORMAL,0
1322.72,Travel,Debit Card,Canada,Toronto,15,0,NORMAL,0
165.34,Retail,Net Banking,India,Bangalore,15,0,NORMAL,0
3068.88,Electronics,UPI,USA,New York,15,0,NORMAL,0
94.37,Pharmacy,Credit Card,Germany,Berlin,15,0,NORMAL,0
173.74,Travel,UPI,USA,New York,15,0,NORMAL,0
3414.89,Travel,UPI,India,Mumbai,15,0,SUSPICIOUS,0
122.53,Pharmacy,Credit Card,India,Mumbai,15,0,NORMAL,0
2923.3,Electronics,Net Banking,Singapore,Singapore,15,0,SUSPICIOUS,0
225.76,Pharmacy,Net Banking,Germany,Berlin,15,0,NORMAL,0
62.56,Food,UPI,India,Mumbai,15,0,NORMAL,0
233.76,Retail,Credit Card,India,Bangalore,15,0,NORMAL,0
89.13,Pharmacy,Debit Card,Germany,Berlin,15,0,NORMAL,0
1946.75,Electronics,Net Banking,Germany,Berlin,15,0,NORMAL,0
126.99,Pharmacy,Credit Card,Germany,Berlin,15,0,NORMAL,0
223.02,Pharmacy,Debit Card,USA,New York,15,0,NORMAL,0
28.84,Food,Debit Card,UK,London,15,0,NORMAL,0
3466.54,Travel,Wallet,Singapore,Singapore,15,0,SUSPICIOUS,0
2884.44,Travel,Debit Card,USA,Chicago,15,0,NORMAL,0
58.41,Food,UPI,Germany,Berlin,15,0,NORMAL,0
4512.65,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
3031.38,Electronics,UPI,UK,London,15,0,SUSPICIOUS,0
3899.11,Luxury,Wallet,India,Mumbai,15,0,NORMAL,0
6900.66,Luxury,UPI,Germany,Berlin,15,0,NORMAL,0
2616.27,Travel,Credit Card,USA,New York,15,0,NORMAL,0
174.8,Retail,Debit Card,Singapore,Singapore,15,0,NORMAL,0
2971.97,Travel,UPI,India,Bangalore,15,0,NORMAL,0
1141.34,Electronics,UPI,Singapore,Singapore,15,0,NORMAL,0
55.76,Retail,Debit Card,India,Bangalore,15,0,NORMAL,0
22.36,Food,UPI,Singapore,Singapore,15,0,NORMAL,0
8512.12,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
235.6,Retail,Wallet,India,Bangalore,15,0,NORMAL,0
271.31,Retail,Credit Card,UK,London,15,0,NORMAL,0
47.56,Pharmacy,Net Banking,India,Bangalore,15,0,NORMAL,0
4399.01,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
4131.8,Electronics,UPI,USA,New York,15,0,NORMAL,0
52.84,Transportation,UPI,Singapore,Singapore,15,0,NORMAL,0
3325.51,Luxury,UPI,Singapore,Singapore,15,0,NORMAL,0
2467.47,Travel,UPI,USA,New York,15,0,NORMAL,0
131.3,Retail,Debit Card,Canada,Toronto,15,0,NORMAL,0
1732.34,Electronics,Wallet,India,Bangalore,15,0,NORMAL,0
331.64,Retail,Debit Card,UK,London,15,0,NORMAL,0
57.83,Food,Credit Card,India,Mumbai,15,0,NORMAL,0
28.68,Food,Credit Card,Germany,Berlin,15,0,NORMAL,0
781.49,Travel,Debit Card,UK,London,15,0,NORMAL,0
168.01,Retail,Net Banking,USA,Chicago,15,0,NORMAL,0
947.73,Electronics,Debit Card,USA,Chicago,15,0,NORMAL,0
4081.04,Electronics,Debit Card,UK,London,15,0,SUSPICIOUS,0
2178.05,Electronics,Credit Card,India,Bangalore,15,0,NORMAL,0
139.23,Gaming,Credit Card,Canada,Toronto,15,0,NORMAL,0
86.24,Gaming,Credit Card,Germany,Berlin,15,0,NORMAL,0
78.97,Transportation,UPI,Singapore,Singapore,15,0,NORMAL,0
27.7,Gaming,Wallet,India,Bangalore,15,0,NORMAL,0
50.41,Food,Debit Card,USA,Chicago,15,0,NORMAL,0
2310.17,Travel,Net Banking,Singapore,Singapore,15,0,NORMAL,0
30.19,Food,Debit Card,Canada,Toronto,15,0,NORMAL,0
2428.79,Luxury,Credit Card,India,Bangalore,15,0,NORMAL,0
995.34,Electronics,Wallet,Singapore,Singapore,15,0,NORMAL,0
6455.56,Luxury,Net Banking,Singapore,Singapore,15,0,NORMAL,0
171.33,Pharmacy,Debit Card,India,Bangalore,15,0,NORMAL,0
26.15,Gaming,Credit Card,USA,Chicago,15,0,NORMAL,0
412.13,Electronics,Net Banking,USA,New York,15,0,NORMAL,0
60.56,Transportation,UPI,Singapore,Singapore,15,0,NORMAL,0
82.38,Fuel,Credit Card,Germany,Berlin,15,0,NORMAL,0
496.06,Travel,UPI,Canada,Toronto,15,0,NORMAL,0
314.93,Retail,UPI,India,Mumbai,15,0,NORMAL,0
5562.93,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
58.92,Food,Net Banking,Canada,Toronto,15,0,NORMAL,0
150.93,Retail,Wallet,USA,New York,15,0,NORMAL,0
4158.92,Electronics,Credit Card,Germany,Berlin,15,0,SUSPICIOUS,0
40.05,Food,UPI,India,Bangalore,15,0,NORMAL,0
107.04,Transportation,Credit Card,Canada,Toronto,15,0,NORMAL,0
14.29,Transportation,Net Banking,India,Mumbai,15,0,NORMAL,0
134.5,Retail,Credit Card,USA,New York,15,0,NORMAL,0
492.34,Retail,Debit Card,USA,New York,15,0,NORMAL,0
2996.63,Travel,Wallet,India,Bangalore,15,0,NORMAL,0
2944.74,Electronics,Wallet,USA,New York,15,0,SUSPICIOUS,0
1258.25,Travel,Net Banking,Singapore,Singapore,15,0,NORMAL,0
46.66,Food,UPI,Singapore,Singapore,15,0,NORMAL,0
1566.37,Travel,Debit Card,Germany,Berlin,15,0,NORMAL,0
4691.64,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
39.71,Food,Credit Card,UK,London,15,0,NORMAL,0
1871.24,Travel,Debit Card,UK,London,15,0,NORMAL,0
6146.28,Luxury,Credit Card,USA,New York,15,0,NORMAL,0
178.56,Gaming,Net Banking,India,Mumbai,15,0,NORMAL,0
84.87,Gaming,Debit Card,USA,New York,15,0,NORMAL,0
32.31,Gaming,Debit Card,USA,New York,15,0,NORMAL,0
499.63,Retail,Credit Card,India,Mumbai,15,0,NORMAL,0
5525.66,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
984.86,Electronics,Wallet,India,Mumbai,15,0,NORMAL,0
112.68,Pharmacy,Debit Card,India,Bangalore,15,0,NORMAL,0
19.37,Transportation,Credit Card,UK,London,15,0,NORMAL,0
126.54,Gaming,Debit Card,UK,London,15,0,NORMAL,0
34.95,Gaming,UPI,Canada,Toronto,15,0,NORMAL,0
7279.15,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
72.95,Transportation,UPI,UK,London,15,0,NORMAL,0
77.6,Transportation,Credit Card,USA,New York,15,0,NORMAL,0
7.74,Food,Credit Card,USA,Chicago,15,0,NORMAL,0
23.75,Pharmacy,Wallet,India,Bangalore,15,0,NORMAL,0
3841.01,Electronics,Credit Card,Singapore,Singapore,15,0,NORMAL,0
1292.6,Electronics,Net Banking,Singapore,Singapore,15,0,NORMAL,0
2808.06,Electronics,Wallet,India,Bangalore,15,0,SUSPICIOUS,0
2224.99,Luxury,Net Banking,India,Bangalore,15,0,NORMAL,0
1690.32,Electronics,UPI,USA,New York,15,0,NORMAL,0
8993.72,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
31.13,Food,Credit Card,USA,New York,15,0,NORMAL,0
3641.49,Electronics,Wallet,India,Bangalore,15,0,SUSPICIOUS,0
242.7,Pharmacy,UPI,Singapore,Singapore,15,0,NORMAL,0
74.89,Transportation,Wallet,Germany,Berlin,15,0,NORMAL,0
335.1,Retail,Credit Card,USA,Chicago,15,0,NORMAL,0
36.75,Fuel,Net Banking,UK,London,15,0,NORMAL,0
1541.91,Travel,Credit Card,India,Bangalore,15,0,NORMAL,0
247.62,Retail,Wallet,Germany,Berlin,15,0,NORMAL,0
5996.09,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
123.76,Gaming,Wallet,USA,Chicago,15,0,NORMAL,0
68.42,Transportation,Net Banking,USA,New York,15,0,NORMAL,0
48.13,Food,Debit Card,India,Bangalore,15,0,NORMAL,0
59.16,Transportation,Net Banking,India,Bangalore,15,0,NORMAL,0
22.06,Pharmacy,Credit Card,Canada,Toronto,15,0,NORMAL,0
3291.0,Luxury,Debit Card,Singapore,Singapore,15,0,NORMAL,0
4917.46,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
24.36,Fuel,UPI,USA,New York,15,0,NORMAL,0
3305.2,Luxury,Credit Card,UK,London,15,0,NORMAL,0
64.94,Food,Net Banking,Singapore,Singapore,15,0,NORMAL,0
64.94,Transportation,UPI,UK,London,15,0,NORMAL,0
8608.3,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
335.07,Electronics,Wallet,Germany,Berlin,15,0,NORMAL,0
6140.73,Luxury,Debit Card,Germany,Berlin,15,0,NORMAL,0
2810.93,Luxury,Debit Card,India,Bangalore,15,0,NORMAL,0
133.15,Retail,UPI,USA,New York,15,0,NORMAL,0
2908.7,Travel,Net Banking,Canada,Toronto,15,0,NORMAL,0
2840.58,Luxury,Debit Card,India,Bangalore,15,0,NORMAL,0
81.51,Pharmacy,Credit Card,UK,London,15,0,NORMAL,0
5529.12,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
3942.41,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
101.89,Retail,UPI,UK,London,15,0,NORMAL,0
2137.87,Travel,Net Banking,India,Bangalore,15,0,NORMAL,0
117.62,Pharmacy,Debit Card,India,Mumbai,15,0,NORMAL,0
124.05,Gaming,Wallet,Singapore,Singapore,15,0,NORMAL,0
1807.76,Electronics,Debit Card,Singapore,Singapore,15,0,NORMAL,0
2967.23,Electronics,Debit Card,India,Bangalore,15,0,NORMAL,0
2552.1,Electronics,Net Banking,USA,New York,15,0,NORMAL,0
4602.24,Luxury,Debit Card,India,Mumbai,15,0,NORMAL,0
3880.1,Electronics,UPI,USA,Chicago,15,0,SUSPICIOUS,0
6689.79,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
736.84,Travel,Credit Card,Singapore,Singapore,15,0,NORMAL,0
8223.79,Electronics,Credit Card,Iran,Tehran,15,0,FRAUD,1
66.54,Food,Credit Card,USA,Chicago,15,0,NORMAL,0
374.45,Retail,Wallet,India,Mumbai,15,0,NORMAL,0
4587.03,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
8601.93,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
1058.96,Luxury,Wallet,USA,New York,15,0,NORMAL,0
2119.59,Electronics,UPI,Canada,Toronto,15,0,SUSPICIOUS,0
3606.14,Electronics,Net Banking,India,Bangalore,15,0,NORMAL,0
211.15,Retail,Net Banking,Canada,Toronto,15,0,NORMAL,0
3430.07,Electronics,UPI,USA,Chicago,15,0,NORMAL,0
488.18,Retail,Wallet,Singapore,Singapore,15,0,NORMAL,0
431.65,Retail,Wallet,USA,New York,15,0,NORMAL,0
3726.12,Electronics,Net Banking,UK,London,15,0,SUSPICIOUS,0
2922.33,Travel,Credit Card,USA,New York,15,0,NORMAL,0
8971.0,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
80.22,Fuel,Wallet,UK,London,15,0,NORMAL,0
20.83,Retail,Credit Card,India,Mumbai,15,0,NORMAL,0
92.04,Gaming,Net Banking,India,Mumbai,15,0,NORMAL,0
1513.6,Travel,Wallet,USA,Chicago,15,0,SUSPICIOUS,0
6306.8,Luxury,Net Banking,India,Mumbai,15,0,NORMAL,0
107.4,Gaming,Net Banking,India,Bangalore,15,0,NORMAL,0
30.31,Transportation,UPI,India,Mumbai,15,0,NORMAL,0
3528.08,Electronics,Credit Card,USA,New York,15,0,SUSPICIOUS,0
70.48,Food,Wallet,Canada,Toronto,15,0,NORMAL,0
249.42,Retail,Debit Card,Germany,Berlin,15,0,NORMAL,0
7811.53,Luxury,Net Banking,UK,London,15,0,NORMAL,0
305.29,Electronics,Credit Card,Canada,Toronto,15,0,NORMAL,0
1511.78,Luxury,Wallet,Canada,Toronto,15,0,NORMAL,0
1778.62,Luxury,UPI,India,Mumbai,15,0,SUSPICIOUS,0
4760.86,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
273.8,Retail,Credit Card,India,Bangalore,15,0,NORMAL,0
455.11,Retail,Credit Card,UK,London,15,0,NORMAL,0
100.63,Retail,UPI,USA,New York,15,0,NORMAL,0
78.27,Fuel,Credit Card,India,Bangalore,15,0,NORMAL,0
3632.06,Electronics,Credit Card,Canada,Toronto,15,0,SUSPICIOUS,0
26.65,Transportation,UPI,USA,Chicago,15,0,NORMAL,0
57.04,Food,Wallet,USA,New York,15,0,NORMAL,0
135.02,Pharmacy,Credit Card,USA,New York,15,0,NORMAL,0
2153.61,Travel,Net Banking,UK,London,15,0,NORMAL,0
2696.45,Electronics,Debit Card,India,Mumbai,15,0,NORMAL,0
68.41,Fuel,Net Banking,USA,Chicago,15,0,NORMAL,0
65.32,Fuel,Wallet,Singapore,Singapore,15,0,NORMAL,0
5717.3,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
142.09,Fuel,Debit Card,Canada,Toronto,15,0,NORMAL,0
129.07,Gaming,Debit Card,India,Mumbai,15,0,NORMAL,0
24.25,Transportation,UPI,India,Bangalore,15,0,NORMAL,0
4830.85,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
73.14,Food,Wallet,UK,London,15,0,NORMAL,0
27.84,Fuel,Net Banking,Canada,Toronto,15,0,NORMAL,0
10.42,Gaming,Debit Card,Singapore,Singapore,15,0,NORMAL,0
11.15,Food,Wallet,USA,Chicago,15,0,NORMAL,0
39.2,Food,Debit Card,USA,New York,15,0,NORMAL,0
1632.16,Electronics,Debit Card,India,Mumbai,15,0,NORMAL,0
353.46,Retail,Net Banking,Germany,Berlin,15,0,NORMAL,0
2143.37,Electronics,UPI,Canada,Toronto,15,0,NORMAL,0
84.16,Transportation,Wallet,Singapore,Singapore,15,0,NORMAL,0
225.91,Retail,Debit Card,USA,Chicago,15,0,NORMAL,0
5073.4,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
1652.55,Luxury,Net Banking,Singapore,Singapore,15,0,SUSPICIOUS,0
81.78,Pharmacy,Net Banking,USA,New York,15,0,NORMAL,0
1807.06,Travel,Wallet,Germany,Berlin,15,0,NORMAL,0
406.26,Travel,Credit Card,Germany,Berlin,15,0,NORMAL,0
160.2,Gaming,Debit Card,Singapore,Singapore,15,0,NORMAL,0
39.72,Pharmacy,Credit Card,India,Bangalore,15,0,NORMAL,0
304.91,Retail,Debit Card,Singapore,Singapore,15,0,NORMAL,0
3662.63,Luxury,Debit Card,USA,New York,15,0,SUSPICIOUS,0
51.56,Gaming,UPI,India,Mumbai,15,0,NORMAL,0
764.77,Electronics,Wallet,USA,New York,15,0,NORMAL,0
4370.93,Travel,UPI,India,Mumbai,15,0,SUSPICIOUS,0
166.51,Retail,Wallet,Germany,Berlin,15,0,NORMAL,0
45.9,Transportation,Net Banking,Germany,Berlin,15,0,NORMAL,0
246.25,Travel,Wallet,Singapore,Singapore,15,0,NORMAL,0
29.21,Pharmacy,Debit Card,India,Mumbai,15,0,NORMAL,0
87.21,Pharmacy,Credit Card,Canada,Toronto,15,0,NORMAL,0
309.9,Retail,Debit Card,UK,London,15,0,NORMAL,0
63.17,Retail,Wallet,Singapore,Singapore,15,0,NORMAL,0
243.13,Retail,Debit Card,USA,New York,15,0,NORMAL,0
973.83,Travel,UPI,USA,Chicago,15,0,NORMAL,0
934.74,Travel,Credit Card,Germany,Berlin,15,0,NORMAL,0
2558.69,Electronics,Debit Card,India,Bangalore,15,0,NORMAL,0
6450.41,Luxury,Debit Card,USA,Chicago,15,0,NORMAL,0
5155.42,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
2135.32,Luxury,UPI,USA,New York,15,0,NORMAL,0
3235.11,Electronics,Debit Card,Germany,Berlin,15,0,NORMAL,0
1029.12,Electronics,UPI,Singapore,Singapore,15,0,NORMAL,0
26.03,Retail,Net Banking,India,Bangalore,15,0,NORMAL,0
58.62,Transportation,Debit Card,India,Bangalore,15,0,NORMAL,0
51.43,Transportation,Wallet,Singapore,Singapore,15,0,NORMAL,0
67.42,Fuel,Wallet,Canada,Toronto,15,0,NORMAL,0
163.14,Pharmacy,Net Banking,India,Mumbai,15,0,NORMAL,0
3187.59,Electronics,Net Banking,USA,Chicago,15,0,NORMAL,0
5338.22,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
139.56,Fuel,Wallet,UK,London,15,0,NORMAL,0
21.58,Food,Debit Card,USA,Chicago,15,0,NORMAL,0
4706.12,Electronics,Debit Card,Germany,Berlin,15,0,NORMAL,0
4630.77,Electronics,Wallet,Canada,Toronto,15,0,NORMAL,0
79.69,Food,Debit Card,India,Mumbai,15,0,NORMAL,0
135.39,Retail,Debit Card,Singapore,Singapore,15,0,NORMAL,0
8893.9,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
66.91,Food,Credit Card,Singapore,Singapore,15,0,NORMAL,0
112.77,Pharmacy,UPI,USA,Chicago,15,0,NORMAL,0
471.37,Retail,Wallet,India,Bangalore,15,0,NORMAL,0
1116.24,Electronics,Wallet,India,Mumbai,15,0,NORMAL,0
117.01,Fuel,Wallet,India,Mumbai,15,0,NORMAL,0
1791.58,Electronics,Wallet,Canada,Toronto,15,0,NORMAL,0
66.31,Food,UPI,Canada,Toronto,15,0,NORMAL,0
8322.28,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
3113.39,Electronics,Credit Card,UK,London,15,0,SUSPICIOUS,0
541.23,Electronics,Wallet,UK,London,15,0,NORMAL,0
1828.29,Travel,UPI,Canada,Toronto,15,0,NORMAL,0
2233.48,Travel,UPI,USA,New York,15,0,NORMAL,0
42.17,Transportation,Credit Card,USA,Chicago,15,0,NORMAL,0
2782.19,Travel,UPI,Canada,Toronto,15,0,NORMAL,0
16.46,Food,Debit Card,Germany,Berlin,15,0,NORMAL,0
250.11,Travel,Net Banking,Germany,Berlin,15,0,NORMAL,0
6353.5,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
428.18,Retail,Debit Card,India,Mumbai,15,0,NORMAL,0
7046.66,Luxury,Wallet,Singapore,Singapore,15,0,NORMAL,0
3667.93,Electronics,Net Banking,UK,London,15,0,NORMAL,0
141.65,Gaming,Debit Card,Canada,Toronto,15,0,NORMAL,0
4086.87,Luxury,Wallet,USA,New York,15,0,SUSPICIOUS,0
1665.74,Travel,Net Banking,Canada,Toronto,15,0,SUSPICIOUS,0
7289.0,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
3729.67,Electronics,UPI,India,Bangalore,15,0,SUSPICIOUS,0
7661.69,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
110.78,Fuel,Net Banking,Germany,Berlin,15,0,NORMAL,0
73.18,Food,UPI,Canada,Toronto,15,0,NORMAL,0
2786.01,Travel,Wallet,Singapore,Singapore,15,0,SUSPICIOUS,0
123.74,Pharmacy,Credit Card,USA,Chicago,15,0,NORMAL,0
40.11,Fuel,UPI,USA,Chicago,15,0,NORMAL,0
2964.09,Electronics,Net Banking,Singapore,Singapore,15,0,SUSPICIOUS,0
4657.86,Electronics,Credit Card,Canada,Toronto,15,0,NORMAL,0
355.08,Travel,Credit Card,USA,Chicago,15,0,NORMAL,0
7513.29,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
2743.81,Travel,Net Banking,India,Mumbai,15,0,NORMAL,0
76.68,Transportation,Credit Card,India,Mumbai,15,0,NORMAL,0
198.35,Gaming,Wallet,Singapore,Singapore,15,0,NORMAL,0
3464.67,Travel,Net Banking,USA,New York,15,0,SUSPICIOUS,0
1500.76,Travel,Debit Card,Canada,Toronto,15,0,SUSPICIOUS,0
4092.67,Luxury,Debit Card,Canada,Toronto,15,0,NORMAL,0
174.89,Pharmacy,Credit Card,Singapore,Singapore,15,0,NORMAL,0
2577.06,Electronics,Debit Card,USA,New York,15,0,NORMAL,0
1952.37,Travel,Debit Card,Germany,Berlin,15,0,NORMAL,0
423.9,Travel,Debit Card,India,Mumbai,15,0,NORMAL,0
6674.18,Luxury,Credit Card,Russia,Moscow,15,0,FRAUD,1
327.54,Retail,Debit Card,India,Mumbai,15,0,NORMAL,0
4993.87,Luxury,Credit Card,Canada,Toronto,15,0,NORMAL,0
56.82,Pharmacy,Debit Card,India,Mumbai,15,0,NORMAL,0
215.28,Pharmacy,Net Banking,Canada,Toronto,15,0,NORMAL,0
5.62,Food,Debit Card,India,Bangalore,15,0,NORMAL,0
6832.52,Luxury,Credit Card,Iran,Tehran,15,0,FRAUD,1
3720.44,Luxury,Net Banking,Canada,Toronto,15,0,NORMAL,0
4218.06,Electronics,Wallet,India,Bangalore,15,0,SUSPICIOUS,0
38.2,Transportation,Credit Card,Singapore,Singapore,15,0,NORMAL,0
197.81,Retail,UPI,USA,New York,15,0,NORMAL,0
24.89,Transportation,Net Banking,USA,Chicago,15,0,NORMAL,0
3641.05,Luxury,Net Banking,Germany,Berlin,15,0,NORMAL,0
3487.3,Electronics,Net Banking,USA,Chicago,15,0,SUSPICIOUS,0
3972.47,Electronics,UPI,USA,New York,15,0,NORMAL,0
5645.36,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
75.81,Fuel,Wallet,India,Bangalore,15,0,NORMAL,0
120.72,Fuel,Debit Card,India,Bangalore,15,0,NORMAL,0
7509.12,Electronics,Credit Card,Russia,Moscow,15,0,FRAUD,1
2742.26,Electronics,Credit Card,USA,Chicago,15,0,NORMAL,0
197.41,Pharmacy,Net Banking,USA,New York,15,0,NORMAL,0
548.11,Travel,Wallet,USA,Chicago,15,0,NORMAL,0
108.08,Transportation,Debit Card,India,Bangalore,15,0,NORMAL,0
13.54,Food,UPI,India,Mumbai,15,0,NORMAL,0
2941.94,Luxury,UPI,India,Bangalore,15,0,SUSPICIOUS,0
7868.65,Luxury,Debit Card,Germany,Berlin,15,0,NORMAL,0
3262.03,Travel,Net Banking,UK,London,15,0,SUSPICIOUS,0
88.24,Pharmacy,Debit Card,India,Bangalore,15,0,NORMAL,0
2450.71,Travel,UPI,USA,New York,15,0,NORMAL,0
3879.22,Electronics,UPI,UK,London,15,0,SUSPICIOUS,0
4407.46,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
23.46,Pharmacy,UPI,India,Bangalore,15,0,NORMAL,0
25.15,Transportation,Credit Card,UK,London,15,0,NORMAL,0
6646.89,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
4308.32,Travel,Net Banking,USA,Chicago,15,0,SUSPICIOUS,0
70.01,Gaming,Debit Card,USA,New York,15,0,NORMAL,0
69.65,Food,Credit Card,India,Bangalore,15,0,NORMAL,0
43.93,Food,Debit Card,India,Mumbai,15,0,NORMAL,0
196.49,Gaming,Debit Card,Germany,Berlin,15,0,NORMAL,0
4492.48,Electronics,Wallet,India,Mumbai,15,0,SUSPICIOUS,0
139.27,Gaming,UPI,USA,Chicago,15,0,NORMAL,0
413.25,Retail,Credit Card,India,Bangalore,15,0,NORMAL,0
123.78,Gaming,Debit Card,UK,London,15,0,NORMAL,0
7778.0,Electronics,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
188.59,Pharmacy,Debit Card,UK,London,15,0,NORMAL,0
60.74,Gaming,Net Banking,Germany,Berlin,15,0,NORMAL,0
117.73,Transportation,Wallet,India,Mumbai,15,0,NORMAL,0
1706.45,Travel,Debit Card,Canada,Toronto,15,0,NORMAL,0
474.89,Electronics,Net Banking,India,Mumbai,15,0,NORMAL,0
54.09,Fuel,UPI,India,Mumbai,15,0,NORMAL,0
69.06,Food,Wallet,UK,London,15,0,NORMAL,0
32.04,Food,Net Banking,USA,New York,15,0,NORMAL,0
110.82,Fuel,Debit Card,Canada,Toronto,15,0,NORMAL,0
797.95,Electronics,UPI,India,Bangalore,15,0,NORMAL,0
38.42,Transportation,Debit Card,Singapore,Singapore,15,0,NORMAL,0
2057.45,Travel,UPI,Canada,Toronto,15,0,NORMAL,0
1128.54,Travel,UPI,India,Mumbai,15,0,NORMAL,0
4088.27,Electronics,Net Banking,India,Mumbai,15,0,NORMAL,0
128.4,Fuel,Net Banking,Singapore,Singapore,15,0,NORMAL,0
69.54,Food,Wallet,Singapore,Singapore,15,0,NORMAL,0
3195.58,Electronics,Credit Card,UK,London,15,0,NORMAL,0
132.86,Retail,Net Banking,Canada,Toronto,15,0,NORMAL,0
305.0,Retail,Net Banking,USA,Chicago,15,0,NORMAL,0
97.53,Retail,Debit Card,India,Bangalore,15,0,NORMAL,0
213.7,Pharmacy,Credit Card,Singapore,Singapore,15,0,NORMAL,0
6718.16,Luxury,Credit Card,North Korea,Pyongyang,15,0,FRAUD,1
3619.42,Luxury,Credit Card,USA,New York,15,0,NORMAL,0
3267.74,Travel,Net Banking,USA,Chicago,15,0,SUSPICIOUS,0
161.28,Pharmacy,UPI,India,Bangalore,15,0,NORMAL,0
3879.39,Luxury,Net Banking,USA,Chicago,15,0,NORMAL,0
375.77,Retail,Net Banking,USA,New York,15,0,NORMAL,0
2315.2,Travel,Net Banking,Singapore,Singapore,15,0,NORMAL,0
71.93,Fuel,Net Banking,Germany,Berlin,15,0,NORMAL,0
102.67,Gaming,UPI,USA,Chicago,15,0,NORMAL,0
305.96,Electronics,Net Banking,India,Mumbai,15,0,NORMAL,0
252.17,Travel,UPI,Canada,Toronto,15,0,NORMAL,0
42.67,Food,Credit Card,India,Bangalore,15,0,NORMAL,0
472.47,Retail,UPI,India,Mumbai,15,0,NORMAL,0
31.67,Fuel,Debit Card,USA,New York,15,0,NORMAL,0
66.47,Food,Wallet,USA,Chicago,15,0,NORMAL,0
1213.02,Electronics,Wallet,UK,London,15,0,NORMAL,0
474.9,Retail,UPI,UK,London,15,0,NORMAL,0
2663.41,Electronics,UPI,UK,London,15,0,SUSPICIOUS,0
97.66,Pharmacy,Net Banking,Canada,Toronto,15,0,NORMAL,0
10.98,Pharmacy,Wallet,India,Bangalore,15,0,NORMAL,0
6989.37,Luxury,Wallet,India,Bangalore,15,0,NORMAL,0
34.4,Transportation,Credit Card,USA,Chicago,15,0,NORMAL,0
40.12,Food,Credit Card,India,Bangalore,15,0,NORMAL,0
182.03,Gaming,Debit Card,Canada,Toronto,15,0,NORMAL,0
476.87,Retail,UPI,Canada,Toronto,15,0,NORMAL,0
123.34,Pharmacy,Debit Card,USA,Chicago,15,0,NORMAL,0
1283.91,Travel,Debit Card,Canada,Toronto,15,0,NORMAL,0
57.91,Food,Debit Card,India,Bangalore,15,0,NORMAL,0
2841.83,Electronics,Net Banking,Canada,Toronto,15,0,SUSPICIOUS,0
7675.2,Luxury,Wallet,Canada,Toronto,15,0,NORMAL,0
189.3,Pharmacy,Credit Card,UK,London,15,0,NORMAL,0
12.29,Food,Wallet,USA,New York,15,0,NORMAL,0
2085.84,Travel,Credit Card,India,Bangalore,15,0,NORMAL,0
30.34,Retail,Debit Card,India,Bangalore,15,0,NORMAL,0
2558.07,Luxury,Wallet,Canada,Toronto,15,0,NORMAL,0
3072.0,Electronics,UPI,India,Mumbai,15,0,NORMAL,0
